Business,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
Home Slice Pizza,Austin,TX,Pizza,30.3163524,-97.71839582,2,298,4.5
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.24539554,-97.75155615,1,735,4
Wholy Bagel,Austin,TX,Bagels,30.22367064,-97.83878652,1,698,4.5
Michi Ramen,Austin,TX,Ramen,30.33331,-97.72131,2,1220,3.5
Casey's New Orleans Snowballs,Austin,TX,Ice Cream & Frozen Yogurt,30.3120767,-97.714964,1,299,4.5
Lucky Robot,Austin,TX,Sushi Bars,30.250828,-97.748986,2,923,4
Fixe Austin's Southern House,Austin,TX,Southern,30.26853,-97.74773,3,647,4
Granny's Tacos,Austin,TX,Food Trucks,30.26426555,-97.72815851,1,197,5
Fonda San Miguel,Austin,TX,Mexican,30.32545,-97.7435,2,824,4
Mandola's Italian,Austin,TX,Italian,30.31593193,-97.73367962,2,909,4
Papalote Taco House,Austin,TX,Mexican,30.2435,-97.78188,1,527,4.5
Summermoon Coffee Bar,Austin,TX,Coffee & Tea,30.39442,-97.72019,1,484,4.5
Via 313 Pizza - Rainey Street,Austin,TX,Pizza,30.257924,-97.738618,2,369,4.5
Sala and Betty,Austin,TX,American (New),30.31318,-97.71476,2,462,4.5
Lazarus Brewing,Austin,TX,Breweries,30.26169,-97.72204,1,361,4.5
Kerlin BBQ,Austin,TX,Barbeque,30.25790569,-97.72573765,2,315,4.5
Brown's Bar-B-Que,Austin,TX,Barbeque,30.24941,-97.76696,2,311,4.5
Casino El Camino,Austin,TX,Dive Bars,30.26636,-97.7377,2,1183,3.5
Chez Nous,Austin,TX,French,30.26648,-97.7385,3,490,4.5
The Backspace,Austin,TX,Italian,30.26685,-97.74043,2,649,4
Aster's Ethiopian Restaurant,Austin,TX,Ethiopian,30.28732,-97.72503,2,500,4
Las Trancas,Austin,TX,Mexican,30.25969273,-97.73167133,1,298,4.5
Cosmic Coffee + Beer Garden,Austin,TX,Coffee & Tea,30.2274,-97.76272,2,280,4.5
Bartlett's,Austin,TX,Steakhouses,30.35670471,-97.73124695,3,696,4
Van's Banh Mi,Austin,TX,Vietnamese,30.31739,-97.72109,1,186,5
Parkside,Austin,TX,Seafood,30.26706314,-97.74032593,3,955,4
Gelateria Gemelli,Austin,TX,Gelato,30.26470184,-97.73213196,1,285,4.5
MezzeMe,Austin,TX,Mediterranean,30.3155528,-97.7332374,1,311,4.5
Bennu Coffee,Austin,TX,Coffee & Tea,30.27987,-97.71957,1,680,4
Caroline,Austin,TX,Bakeries,30.26873,-97.74217,2,601,4
SnoMo,Austin,TX,Bubble Tea,30.38231142,-97.68802238,1,473,4.5
Amy's Ice Creams,Austin,TX,Ice Cream & Frozen Yogurt,30.27200756,-97.75447083,1,381,4.5
Sarah's Mediterranean Grill & Market,Austin,TX,Greek,30.32455,-97.740112,1,488,4
Tio Pepe Chicken,Austin,TX,Chicken Shop,30.325292,-97.707955,2,229,4.5
The Original Black’s Barbecue,Austin,TX,Barbeque,30.29849211,-97.74126824,2,604,4
The Vegan Nom,Austin,TX,Vegan,30.255168,-97.718217,2,424,4.5
Truluck's,Austin,TX,Seafood,30.39526625,-97.74543057,3,515,4.5
Licha's Cantina,Austin,TX,Bars,30.264108,-97.728966,2,551,4
Wheatsville Food Coop,Austin,TX,Delis,30.29761504,-97.74113989,2,361,4.5
Amy's Ice Creams,Austin,TX,Ice Cream & Frozen Yogurt,30.2509499,-97.7489319,1,520,4
Jack Allen's Kitchen 360,Austin,TX,Southern,30.33524346,-97.8075081,2,447,4.5
Gino's Vino Osteria,Austin,TX,Italian,30.307265,-97.706995,3,331,4.5
Gourmands Neighborhood Pub,Austin,TX,Sandwiches,30.26265,-97.71539,1,514,4
Mango 8,Austin,TX,Shaved Ice,30.28778,-97.74554,1,254,4.5
Flower Child,Austin,TX,Salad,30.40318733,-97.72193903,2,523,4.5
Blenders and Bowls - Downtown,Austin,TX,Juice Bars & Smoothies,30.265971,-97.741606,2,367,4.5
Whisler's,Austin,TX,Cocktail Bars,30.26196738,-97.72268475,2,416,4.5
Vespaio Ristorante,Austin,TX,Italian,30.24726,-97.75081,3,535,4
Eddie V's Prime Seafood,Austin,TX,Seafood,30.389393,-97.752657,3,441,4.5
Pho Saigon Noodle House,Austin,TX,Vietnamese,30.37805092,-97.68732831,2,703,4
Bufalina,Austin,TX,Pizza,30.2584294,-97.72879,2,510,4
Emmer & Rye,Austin,TX,Tapas/Small Plates,30.25679588,-97.73917389,3,528,4
Citizen Eatery,Austin,TX,Vegetarian,30.32169368,-97.73893936,2,448,4
Tuk Tuk Thai Cafe,Austin,TX,Thai,30.21589,-97.79683,2,608,4
Justine's Brasserie,Austin,TX,French,30.253236,-97.700576,2,1046,4
Monkey Nest Coffee,Austin,TX,Coffee & Tea,30.32769,-97.73941,1,614,4
Epoch Coffee,Austin,TX,Coffee & Tea,30.3186,-97.72457,1,777,4
Cherrywood Coffeehouse,Austin,TX,Coffee & Tea,30.29332,-97.71597,1,729,4
Tarka Indian Kitchen,Austin,TX,Indian,30.230872,-97.817546,1,892,4
The Jackalope,Austin,TX,Dive Bars,30.26732,-97.73892,1,937,4
Quack's 43rd Street Bakery,Austin,TX,Bakeries,30.30471,-97.72653,1,680,4
Upper Crust Bakery,Austin,TX,Bakeries,30.3158,-97.74165,1,527,4
Russian House,Austin,TX,Russian,30.26603,-97.74023,2,558,4
Sa-Tén - Canopy,Austin,TX,Japanese,30.2619598,-97.6990253,1,347,4.5
Saigon Le Vendeur,Austin,TX,Food Trucks,30.2613163,-97.71457672,1,246,4.5
East Side Pies,Austin,TX,Pizza,30.268782,-97.72407,1,627,4
Paco's Tacos,Austin,TX,Mexican,30.3075,-97.70581,1,574,4
Craft Pride,Austin,TX,Bars,30.257925,-97.738777,2,451,4
Café Crêpe,Austin,TX,Creperies,30.26385867,-97.74185481,2,809,4
Houndstooth Coffee,Austin,TX,Coffee & Tea,30.31058794,-97.74000994,2,523,4
Phil's Icehouse,Austin,TX,Burgers,30.33218,-97.74032,1,519,4
Fukumoto Sushi & Yakitori,Austin,TX,Sushi Bars,30.26470513,-97.73169535,3,373,4.5
East Side King,Austin,TX,Asian Fusion,30.2626674,-97.7251338,2,535,4
Iron Works Barbecue,Austin,TX,Barbeque,30.26221321,-97.73894709,2,1067,3.5
Topgolf,Austin,TX,American (New),30.39829889,-97.71756067,2,679,4
House Wine,Austin,TX,Wine Bars,30.26194,-97.75894,2,363,4.5
Taco Joint,Austin,TX,Mexican,30.25637,-97.74552,1,373,4.5
Chi'Lantro,Austin,TX,Asian Fusion,30.252212,-97.763751,1,602,4
Luke's Inside Out,Austin,TX,Sandwiches,30.25502,-97.76177,2,315,4.5
Shady Grove,Austin,TX,American (Traditional),30.262983,-97.76193,2,925,3.5
Lin Asian Bar And Dim Sum,Austin,TX,Asian Fusion,30.27281,-97.75799,2,411,4
Hula Hut,Austin,TX,Tex-Mex,30.29471208,-97.78439585,2,1504,3.5
Kemuri Tatsu-ya,Austin,TX,Izakaya,30.25379372,-97.71295166,2,613,4
Austin Beer Garden Brewing Company,Austin,TX,Breweries,30.24537536,-97.7689108,2,634,4
Cafe Josie,Austin,TX,American (New),30.27312129,-97.7571356,3,300,4.5
Pacha,Austin,TX,Coffee & Tea,30.317377,-97.7406,1,648,4
Batch - Craft Beer and Kolaches,Austin,TX,Beer Bar,30.28716941,-97.70311955,1,215,4.5
Rollin Smoke BBQ,Austin,TX,Barbeque,30.26288367,-97.7268981,1,207,4.5
Elizabeth Street Cafe,Austin,TX,Vietnamese,30.24979252,-97.75464393,2,1321,3.5
Estância Brazilian Steakhouse,Austin,TX,Steakhouses,30.39326498,-97.7474884,3,632,4
Café Crème,Austin,TX,Coffee & Tea,30.23187,-97.73568,1,383,4.5
Botticelli's,Austin,TX,Italian,30.2503552,-97.7491967,2,550,4
The Beer Plant,Austin,TX,Vegan,30.2966658,-97.7676046,2,388,4
The Halal Corner,Austin,TX,Halal,30.306236,-97.707646,1,410,4
Bananarchy,Austin,TX,Desserts,30.250734,-97.7542967,1,308,4.5
Balkan Cafe & Grill,Austin,TX,Modern European,30.3876,-97.68399,2,256,4.5
Kura Revolving Sushi Bar,Austin,TX,Conveyor Belt Sushi,30.33752942,-97.7176486,2,821,4
Pappadeaux Seafood Kitchen,Austin,TX,Seafood,30.3253,-97.70515,2,709,4
Halcyon,Austin,TX,Coffee & Tea,30.26696006,-97.74572086,2,799,3.5
Patika,Austin,TX,Coffee & Tea,30.24750785,-97.77262229,1,339,4.5
Mi Tradición,Austin,TX,Bakeries,30.36354196,-97.71931683,1,332,4.5
Winebelly,Austin,TX,Tapas Bars,30.241377,-97.7589601,2,378,4.5
Noble Sandwich,Austin,TX,Sandwiches,30.31908726,-97.73890531,2,520,4
La Condesa,Austin,TX,Mexican,30.2656391,-97.7477811,2,1366,3.5
Xian Sushi and Noodle,Austin,TX,Sushi Bars,30.30292927,-97.69896146,2,506,4
Clark's Oyster Bar,Austin,TX,Seafood,30.273129,-97.757323,3,542,4
T22 Chicken Joint,Austin,TX,Chicken Wings,30.34801,-97.73535,2,492,4
Contigo,Austin,TX,Bars,30.28804,-97.70335,2,789,4
La Traviata,Austin,TX,Italian,30.265912,-97.744071,2,494,4
Donut 7,Austin,TX,Donuts,30.39442,-97.720187,1,230,4.5
The Carillon,Austin,TX,American (New),30.2818694,-97.74003574,3,280,4.5
Tumble 22,Austin,TX,Chicken Shop,30.3480034,-97.7353473,1,302,4.5
HandleBar,Austin,TX,Beer Bar,30.26661,-97.74204,2,344,4.5
Doc B's Restaurant + Bar,Austin,TX,American (New),30.402758,-97.719745,2,406,4.5
Korean Grill,Austin,TX,Korean,30.37891072,-97.68678427,2,444,4
Pete's Dueling Piano Bar,Austin,TX,Bars,30.26691612,-97.73862094,2,443,4
Peace Bakery and Deli,Austin,TX,Mediterranean,30.381804,-97.687232,1,366,4.5
Biscuits and Groovy,Austin,TX,Breakfast & Brunch,30.31410449,-97.71969909,1,580,4
Dragonbeard Kitchen,Austin,TX,Asian Fusion,30.33103714,-97.66693756,2,230,4.5
Velvet Taco,Austin,TX,Tacos,30.40101,-97.72247,1,581,4
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.37072265,-97.75629016,1,831,4
Top Notch,Austin,TX,Fast Food,30.351081,-97.733436,1,656,4
Saffron,Austin,TX,Indian,30.35501,-97.7555,2,385,4
S-H Donuts,Austin,TX,Breakfast & Brunch,30.30054,-97.68516,1,191,4.5
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.3233778,-97.7392263,1,496,4
Mellizoz Tacos,Austin,TX,Tex-Mex,30.25113,-97.754309,1,472,4
Quality Seafood Wholesale,Austin,TX,Seafood,30.31831,-97.71223,2,821,3.5
MAX's Wine Dive,Austin,TX,Wine Bars,30.264254,-97.74129,2,925,3.5
Chez Zee American Bistro,Austin,TX,Desserts,30.3367272,-97.7579259,2,895,3.5
Cow Bells,Austin,TX,Burgers,30.242325,-97.729232,1,251,4.5
Daruma Ramen,Austin,TX,Ramen,30.26641045,-97.73639484,2,623,4
Hopfields,Austin,TX,Pubs,30.29855386,-97.74098936,2,450,4
Black Star Co-op Pub & Brewery,Austin,TX,Breweries,30.33817165,-97.71884501,2,726,4
Wholly Cow,Austin,TX,Burgers,30.24292,-97.78384,1,555,4
Tyson's Tacos,Austin,TX,Mexican,30.30962298,-97.7153486,1,691,4
Curra's Grill,Austin,TX,Mexican,30.23709,-97.749441,2,1118,3.5
BD Riley's Irish Pub Downtown,Austin,TX,Irish,30.267727,-97.741123,2,413,4
New Fortune Chinese Seafood Restaurant,Austin,TX,Dim Sum,30.37763467,-97.6879827,2,516,4
Olive & June,Austin,TX,Italian,30.30726,-97.75113,3,574,4
ALC Steaks,Austin,TX,Steakhouses,30.27712,-97.75098,3,556,4
Houndstooth Coffee,Austin,TX,Coffee & Tea,30.26615398,-97.74302253,2,300,4.5
Suerte,Austin,TX,Mexican,30.26228,-97.72331,3,373,4
Tiny Pies,Austin,TX,Desserts,30.32220528,-97.73930289,2,210,4.5
Taste of Ethiopia,Austin,TX,Ethiopian,30.22596509,-97.76191867,2,240,4.5
Hoover's Cooking,Austin,TX,Southern,30.2843863,-97.720344,2,843,3.5
Lick Honest Ice Creams,Austin,TX,Ice Cream & Frozen Yogurt,30.34114229,-97.7383257,1,284,4.5
Skylark Lounge,Austin,TX,Dive Bars,30.2846205,-97.70491,1,186,4.5
BackDraft Pizzeria,Austin,TX,Food Trucks,30.3852,-97.71196,2,225,4.5
Honest Mary's,Austin,TX,American (New),30.39447,-97.74826,2,392,4.5
Taco More,Austin,TX,Tacos,30.36793634,-97.70637559,1,317,4.5
Mary's Cafe,Austin,TX,Coffee & Tea,30.2914204,-97.7269608,1,258,4.5
Buenos Aires Café - Este,Austin,TX,Argentine,30.26414,-97.73044,2,616,4
Alamo Drafthouse Cinema Village,Austin,TX,Cinema,30.35963298,-97.73484114,1,584,4
Whip In,Austin,TX,"Beer, Wine & Spirits",30.23793596,-97.73943901,2,702,4
Lenoir,Austin,TX,American (New),30.24686,-97.75586,3,427,4
Kerbey Lane Cafe - South,Austin,TX,Breakfast & Brunch,30.2418,-97.78381,2,1007,3.5
Nancy's Sky Garden,Austin,TX,Asian Fusion,30.323041,-97.6950529,2,115,5
Wu Chow,Austin,TX,Dim Sum,30.2685155,-97.74784438,2,683,4
Trudy's,Austin,TX,Tex-Mex,30.295775,-97.741048,2,915,3.5
Prohibition Creamery,Austin,TX,Ice Cream & Frozen Yogurt,30.26422,-97.72763,2,340,4
Tiff's Treats Cookie Delivery,Austin,TX,Desserts,30.28187,-97.74415,1,265,4.5
Mai Thai Restaurant,Austin,TX,Thai,30.26427,-97.74127,2,578,4
III Forks,Austin,TX,Steakhouses,30.26435,-97.74676,4,448,4
Corona Coffee,Austin,TX,Coffee & Tea,30.31236,-97.70467,1,221,4.5
Texas Chili Parlor,Austin,TX,American (Traditional),30.27696,-97.74197,1,708,3.5
Magnolia Cafe,Austin,TX,American (New),30.277692,-97.771822,2,836,3.5
Mi Madre's,Austin,TX,Tex-Mex,30.28412,-97.7189099,2,645,4
Rosita's Al Pastor,Austin,TX,Mexican,30.2418986,-97.7285184,1,392,4
Din Ho Chinese BBQ,Austin,TX,Chinese,30.361341,-97.715612,2,774,3.5
Italic,Austin,TX,Italian,30.2682,-97.74402,3,466,4
Con Madre Kitchen,Austin,TX,Mexican,30.2370468,-97.7490891,1,261,4.5
Bombay Dhaba,Austin,TX,Food Trucks,30.251903,-97.753903,1,267,4.5
Z'Tejas - Austin 6 STREET,Austin,TX,Tex-Mex,30.272638,-97.756051,2,715,3.5
Cover 3,Austin,TX,American (New),30.35868496,-97.73501587,2,653,4
Numero28,Austin,TX,Italian,30.2656718,-97.7484536,2,359,4
Midnight Cowboy,Austin,TX,Bars,30.266983,-97.740028,2,422,4
Kebabalicious,Austin,TX,Turkish,30.26792615,-97.73849487,1,320,4
Radio Coffee & Beer,Austin,TX,Coffee & Tea,30.231538,-97.787778,1,633,4
Stubb's Bar-B-Q,Austin,TX,Barbeque,30.26857,-97.73617,2,1285,3.5
Bistro Vonish,Austin,TX,Food Trucks,30.31524932,-97.71659684,2,154,4.5
Phoenician Resto Cafe,Austin,TX,Lebanese,30.2597553,-97.737549,2,293,4.5
Thai 2 U,Austin,TX,Food Trucks,30.219516,-97.829436,1,156,5
Song La,Austin,TX,Food Trucks,30.286232,-97.742502,1,125,4.5
Kung Fu Tea,Austin,TX,Bubble Tea,30.37319512,-97.7284159,1,218,4.5
Workhorse Bar,Austin,TX,Dive Bars,30.31771,-97.721675,1,287,4.5
Juniper,Austin,TX,Italian,30.254867,-97.717182,3,322,4
Matt's El Rancho,Austin,TX,Mexican,30.24514,-97.77924,2,1215,3.5
Caffe Medici,Austin,TX,Coffee & Tea,30.27954,-97.75937,1,333,4
Hi Hat Public House,Austin,TX,American (New),30.26023,-97.71893,2,230,4.5
Jim-Jim's Water-Ice,Austin,TX,Ice Cream & Frozen Yogurt,30.26613,-97.73653,1,166,4.5
The Little Longhorn Saloon,Austin,TX,Dive Bars,30.329585,-97.740064,1,213,4.5
Spider House Cafe & Ballroom,Austin,TX,Cocktail Bars,30.295505,-97.741761,1,715,3.5
Tam Deli & Cafe,Austin,TX,Delis,30.35204,-97.70961,1,434,4
El Primo,Austin,TX,Food Stands,30.24467,-97.75732,1,199,4.5
Figure 8 Coffee Purveyors,Austin,TX,Coffee & Tea,30.26690885,-97.71994411,1,205,4.5
Tsukimi,Austin,TX,Sushi Bars,30.4021972,-97.675699,2,167,4.5
Yogurtland Austin,Austin,TX,Ice Cream & Frozen Yogurt,30.356633,-97.73531591,1,162,4.5
Tous Les Jours,Austin,TX,Bakeries,30.336092,-97.72015381,1,316,4
Zilker Brewing Company and Taproom,Austin,TX,Breweries,30.262096,-97.72454,1,207,4.5
Tommy Want Wingy,Austin,TX,Chicken Wings,30.260687,-97.738376,1,278,4.5
The Buzz Mill,Austin,TX,Coffee & Tea,30.241682,-97.726864,1,447,4
La Patisserie,Austin,TX,Desserts,30.247668,-97.756206,2,393,4
Poke House - Austin,Austin,TX,Poke,30.4061981,-97.74630345,2,334,4.5
Tony's Jamaican Food,Austin,TX,Caribbean,30.26878166,-97.72790527,2,220,4.5
Tarka Indian Kitchen,Austin,TX,Indian,30.35699928,-97.73491144,1,508,4
Jacoby's Restaurant & Mercantile,Austin,TX,American (New),30.2515,-97.70737,3,513,4
Caffé Medici,Austin,TX,Coffee & Tea,30.2646273,-97.74419188,1,282,4
Bob's Steak & Chop House,Austin,TX,Steakhouses,30.26602364,-97.74604034,3,354,4
Austin Daily Press,Austin,TX,Delis,30.28021766,-97.72110933,1,259,4.5
Barlata Tapas Bar,Austin,TX,Tapas Bars,30.25222831,-97.76446672,2,599,4
The Capital Grille,Austin,TX,Steakhouses,30.26633,-97.74464,3,313,4
Maria's Taco Xpress,Austin,TX,Tex-Mex,30.24591,-97.77835,1,575,4
Korea House,Austin,TX,Korean,30.359268,-97.73399,2,785,3.5
Dawa Sushi,Austin,TX,Food Trucks,30.25167597,-97.75385184,1,146,4.5
Sao Paulo's Restaurant,Austin,TX,Brazilian,30.29153133,-97.73500933,2,360,4
Bun Belly,Austin,TX,Vietnamese,30.31124,-97.71505,2,457,4
Tacos Guerrero,Austin,TX,Mexican,30.2526512,-97.7129882,1,128,4.5
Chi'Lantro,Austin,TX,Korean,30.32455931,-97.74005587,1,358,4
La Cocina de Consuelo,Austin,TX,Mexican,30.316091,-97.74143,1,355,4
Hut's Hamburgers,Austin,TX,Burgers,30.27025491,-97.75118545,1,705,3.5
Eberly,Austin,TX,Bars,30.2587888,-97.75874496,3,421,4
Sawyer & Co,Austin,TX,Cajun/Creole,30.25133324,-97.70178223,2,541,4
Garrison,Austin,TX,American (New),30.26198,-97.73862,1,114,5
Baton Creole,Austin,TX,Food Trucks,30.2651,-97.73155,2,210,4.5
Salata,Austin,TX,Salad,30.388883,-97.733055,2,232,4.5
Polvo's Mexican Restaurant,Austin,TX,Mexican,30.24532,-97.75745,2,1377,3.5
Mugshots,Austin,TX,Dive Bars,30.2676,-97.73849,1,176,4.5
Foreign & Domestic,Austin,TX,American (New),30.3171071,-97.7196383,2,650,3.5
North Italia,Austin,TX,Italian,30.265803,-97.748895,2,288,4
Thunderbird Coffee,Austin,TX,Coffee & Tea,30.28441811,-97.71937561,1,408,4
Cypress Grill,Austin,TX,American (Traditional),30.22378214,-97.83894568,2,600,4
Mikado Ryotei,Austin,TX,Sushi Bars,30.37343,-97.72469,2,439,4
The B's Kitchen,Austin,TX,Vietnamese,30.2569908,-97.7249709,1,104,5
Halal Time,Austin,TX,Food Trucks,30.26311072,-97.72724807,1,100,5
Corner,Austin,TX,American (Traditional),30.264545,-97.74329,2,493,4
Red's Porch,Austin,TX,Southern,30.23987,-97.78819,2,933,3.5
Holy Roller,Austin,TX,Breakfast & Brunch,30.26948,-97.74943,2,403,4
Halal Bros,Austin,TX,Mediterranean,30.393005,-97.706731,1,296,4.5
Copper Restaurant & Dessert Lounge,Austin,TX,Desserts,30.40042,-97.72714,2,486,4
Anderson's Coffee Company,Austin,TX,Coffee Roasteries,30.30857468,-97.75042725,2,135,4.5
Picnik,Austin,TX,Coffee & Tea,30.2512818,-97.76594264,2,280,4
Amy's Ice Creams,Austin,TX,Ice Cream & Frozen Yogurt,30.30144882,-97.7392807,2,294,4
Flat Track Coffee,Austin,TX,Coffee & Tea,30.2577149,-97.7271767,1,166,4.5
East Side King,Austin,TX,Asian Fusion,30.24757576,-97.77505493,2,429,4
Don Japanese Kitchen - Austin,Austin,TX,Japanese,30.29284,-97.7417399,1,222,4.5
Flightpath Coffeehouse,Austin,TX,Coffee & Tea,30.31386,-97.71983,1,400,4
Brentwood Social House,Austin,TX,Cafes,30.33220586,-97.73455933,1,205,4.5
San Francisco Bakery & Café,Austin,TX,Sandwiches,30.35947315,-97.7355981,1,343,4
North By Northwest Restaurant & Brewery - Stonelake,Austin,TX,American (Traditional),30.39065,-97.73754,2,886,3.5
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.24167195,-97.78426527,1,465,4
The Grove Wine Bar & Kitchen,Austin,TX,Pizza,30.29631849,-97.83285499,2,463,4
Taco Flats,Austin,TX,Mexican,30.330914,-97.740225,2,410,4
Black Sheep Lodge,Austin,TX,Burgers,30.24837,-97.77118,2,655,3.5
Barfly's,Austin,TX,Bars,30.31670189,-97.7141571,1,258,4.5
Counter Cafe,Austin,TX,Diners,30.2725857,-97.753714,2,594,3.5
Violet Crown Cinema,Austin,TX,Cinema,30.26554,-97.74806,1,401,4
Lonesome Dove Western Bistro,Austin,TX,American (New),30.2673,-97.74428,3,244,4
Continental Club,Austin,TX,Dive Bars,30.25049782,-97.74902344,2,341,4
Coco's Cafe,Austin,TX,Taiwanese,30.36127858,-97.71563375,1,475,4
P. Terry's Burger Stand,Austin,TX,Burgers,30.26161105,-97.75856851,1,624,3.5
Nervous Charlie's,Austin,TX,Bagels,30.32317,-97.72758,1,223,4.5
Garage,Austin,TX,Cocktail Bars,30.2676758,-97.7440973,2,230,4
The Mediterranean Chef,Austin,TX,Mediterranean,30.32987,-97.72806,1,174,4.5
Rice Bowl Cafe,Austin,TX,Chinese,30.38252545,-97.68855077,2,633,4
Soto - South Lamar,Austin,TX,Japanese,30.25576,-97.76252,3,185,4.5
TLC Austin,Austin,TX,American (Traditional),30.25576,-97.76252,2,254,4.5
Zhi Tea,Austin,TX,Tea Rooms,30.267079,-97.692381,2,158,4.5
Taverna,Austin,TX,Italian,30.26513,-97.74633,2,796,3.5
Kick Butt Café,Austin,TX,Coffee & Tea,30.32217882,-97.71386077,1,398,4
Juliet Italian Kitchen,Austin,TX,Italian,30.26184,-97.76006,2,487,4
Spun Ice Cream,Austin,TX,Ice Cream & Frozen Yogurt,30.26266,-97.72113,2,325,4
Mongers Market + Kitchen,Austin,TX,Seafood,30.254511,-97.717614,2,326,4
TRACE Restaurant,Austin,TX,American (New),30.2651558,-97.7466468,3,429,4
Ramen Tatsu-Ya,Austin,TX,Ramen,30.26326,-97.72624,2,260,4
Lucy's Fried Chicken,Austin,TX,American (New),30.24051,-97.75335,2,930,3.5
1886 Cafe & Bakery,Austin,TX,American (Traditional),30.268032,-97.74195,2,460,4
Habesha Ethiopian Restaurant and Bar,Austin,TX,Ethiopian,30.32127467,-97.7057905,2,302,4
Torchy's Tacos,Austin,TX,Breakfast & Brunch,30.222323,-97.840419,1,684,4
Yard House,Austin,TX,American (New),30.4053,-97.72308,2,533,4
Fleet Coffee,Austin,TX,Coffee & Tea,30.26276704,-97.71437038,1,150,4.5
The Halal Gurus,Austin,TX,Halal,30.24191053,-97.75953819,1,226,4.5
Seventh Flag Coffee,Austin,TX,Coffee & Tea,30.24971,-97.75528,1,306,4
Billy's on Burnet,Austin,TX,American (Traditional),30.32202911,-97.73976135,1,368,4
Güero's Taco Bar,Austin,TX,Mexican,30.249373,-97.750189,2,1592,3
Hillside Farmacy,Austin,TX,American (New),30.26809311,-97.72691345,2,869,3.5
Genuine Joe,Austin,TX,Coffee & Tea,30.3541,-97.72729,1,333,4
County Line On The Lake,Austin,TX,Barbeque,30.35712427,-97.78564541,2,730,3.5
NeWorlDeli,Austin,TX,Delis,30.30642,-97.73545,2,296,4
Dan's Hamburgers - Austin,Austin,TX,Burgers,30.32483,-97.727184,1,324,4
Tacodeli,Austin,TX,Breakfast & Brunch,30.34871599,-97.73514484,1,200,4.5
Mañana,Austin,TX,Coffee & Tea,30.2474,-97.75006,2,149,4.5
ATX Cocina,Austin,TX,Mexican,30.26494587,-97.74925853,3,273,4
Bombay Bistro,Austin,TX,Indian,30.3986895,-97.74741994,2,550,4
Baguette House,Austin,TX,Vietnamese,30.37712434,-97.68681109,1,366,4
First Chinese Barbecue,Austin,TX,Chinese,30.37881353,-97.68646776,1,443,4
The Peached Tortilla,Austin,TX,Asian Fusion,30.32521248,-97.73834229,1,275,4
Dan's Hamburgers,Austin,TX,Burgers,30.23073,-97.7882,1,387,4
Gabriela's Downtown,Austin,TX,Mexican,30.2666,-97.73302,2,324,4
Cuba 512,Austin,TX,Caribbean,30.209067,-97.816031,2,451,4
Cafe Nena'i,Austin,TX,Coffee & Tea,30.22724,-97.70237,1,145,4.5
Maggiano's Little Italy,Austin,TX,Italian,30.39556,-97.72694,2,705,3.5
Greater Goods Coffee Roasters,Austin,TX,Coffee & Tea,30.25767,-97.71501,2,137,4.5
Fat Cats Organic Coffee And Dessert,Austin,TX,Coffee & Tea,30.33849,-97.71895,1,205,4.5
The Steeping Room,Austin,TX,Breakfast & Brunch,30.31218,-97.73866,2,288,4
Ola Poke,Austin,TX,Hawaiian,30.335921,-97.720494,2,355,4
Caffe Teo - Gelato and Espresso,Austin,TX,Coffee & Tea,30.306588,-97.745231,1,315,4
Conscious Cravings,Austin,TX,Gluten-Free,30.25096,-97.75421,1,252,4
Li'l Nonna's,Austin,TX,Pizza,30.24168205,-97.72686768,2,131,4.5
Biscuits + Groovy - South,Austin,TX,Food Trucks,30.261005,-97.757362,1,188,4.5
Pho Thaison,Austin,TX,Vietnamese,30.35778921,-97.73304034,2,613,3.5
Bombay Bistro,Austin,TX,Indian,30.2361178,-97.7952578,2,432,4
Joe's Bakery & Coffee Shop,Austin,TX,Mexican,30.2610703,-97.7166672,1,334,4
BarChi Sushi,Austin,TX,Sushi Bars,30.265278,-97.7454714,2,653,3.5
Via 313 Pizza - East Side,Austin,TX,Pizza,30.26219,-97.72305,2,195,4.5
Intero Restaurant,Austin,TX,Italian,30.25380783,-97.71465332,3,164,4.5
